https://www.cell.com/cell-reports/fulltext/S2211-1247(23)00423-0, Miri Adler: Emergence of division of labor in cells
https://statmodeling.stat.columbia.edu/2025/03/13/intelligence-as-a-way-of-being-as-well-as-a-personal-attribute-a-reflection-on-when-supposedly-intelligent-people-say-stupid-things/, Andrew Gelman: Intelligence as a personal attribute or as a way of being
